KevLeo94,2019-02-26 14:16:51,"b'RT @nurhadi_aldo: Menurut kabar burung, timses Dildo telah di susupi oleh timses satwa sehingga timses Dildo membuat postingan yang merugik\xe2\x80\xa6'"
KevLeo94,2019-02-25 08:39:22,"b'RT @nurhadi_aldo: Apakah sobat missqueen masih ragu untuk memilih Nurhadi Aldo? Baiklah, mari kita simak vide dari Kawan-kawan https://t.co\xe2\x80\xa6'"
KevLeo94,2019-02-25 08:37:26,b'RT @InfoTwitwor: Penggemar produk KW siap dibully? https://t.co/7PgwrkLOa2'
KevLeo94,2019-02-25 08:35:37,b'RT @nurhadi_aldo: selamat tidur sobat miskinku https://t.co/1mqyOro86q'
KevLeo94,2019-02-24 07:38:39,"b'RT @ndorokakung: Judul berita ini menyesatkan. Kalau dibaca isinya berbeda. Yang bersangkutan dipecat karena mangkir, bukan karena memakai\xe2\x80\xa6'"
KevLeo94,2019-02-24 07:37:19,"b'RT @Mentimoen: Trump twit soal ingin secepatnya gunakan 5G, bilang Amrik hrs menang lewat kompetisi, bkn memblock teknologi yg lain. Ini ta\xe2\x80\xa6'"
KevLeo94,2019-02-24 04:08:37,"b'RT @na_dirs: Saudi membela China soal Muslim Uighur. Lho kok malah belain Aseng, bukan bela sesama Muslim? \n\nSiap-siap Kedutaan Saudi Aseng\xe2\x80\xa6'"
KevLeo94,2019-02-24 04:06:46,"b'@fannylesmana @e100ss Sudah tidak kaget.. tp ya sudah daripada nanti dia marah"" trs kendaraan jadi korban, benerinn\xe2\x80\xa6 https://t.co/8rvKT4RcOQ'"
KevLeo94,2019-02-24 04:04:08,"b'RT @fannylesmana: Bezoek saudara di RSU Dr. Soewandhi Surabaya. Parkir ditarik 5.000, katanya emang begitu. Dimintain karcis, katanya ada.\xe2\x80\xa6'"
KevLeo94,2019-02-24 03:56:37,"b'RT @Dennysiregar7: Teman gua share video Neno Warisman yang berdoa, sambil ditambah tulisan ""Aminkan Ya Allah..""\n\nTrus gua bilang, ""Jadi ka\xe2\x80\xa6'"
KevLeo94,2019-02-24 03:56:10,"b'RT @jokowi: Tepat pukul 8.45 pagi WIB kemarin, roket SpaceX Falcon 9 lepas landas ke angkasa dari Cape Canaveral Florida, Amerika Serikat,\xe2\x80\xa6'"
KevLeo94,2019-02-24 03:53:44,"b'RT @Haidar_Bagir: Boleh percaya/tidak. Saat  juml penyembah Tuhan dikaitkan dg kemenangan politik, tak sedikit gen muda justru skeptis thd\xe2\x80\xa6'"
KevLeo94,2019-02-23 01:06:28,b'RT @pangeransiahaan: Dapat dari FB. Kita memang terlalu sibuk ribut-ribut Pilpres sampai kecolongan hal-hal yang inkonstitusional seperti i\xe2\x80\xa6'
KevLeo94,2019-02-23 01:06:18,"b'RT @faizalassegaf: Astagfirullah.... inilah doa penyesatan kepada kaum muslim yg dilakukan oleh Neno Warisman alias ""Srikandi Sumbu Pendek""\xe2\x80\xa6'"
KevLeo94,2019-02-23 01:05:23,b'RT @MISSARAP: aku menonton keributan di twitter: https://t.co/3NNqsdx5q0'
KevLeo94,2019-02-23 01:05:00,"b'RT @AT_AbdillahToha: Mengultimatum Allah.\nManusia seperti perempuan ini menganggap semua kita yang diluar 212, termasuk NU, Muhammadiyah, d\xe2\x80\xa6'"
KevLeo94,2019-02-23 01:02:53,"b'RT @gusmusgusmu: #TweetJumat: Untuk kepentingan kita sendiri, adalah penting kita mengetahui dan mendahulukan urusan mana yang lebih pentin\xe2\x80\xa6'"
KevLeo94,2019-02-23 01:01:38,b'RT @imanlagi: Yang model gini emang harus dipermalukan depan umum.... https://t.co/GfUbcQx8Xq'
KevLeo94,2019-02-23 01:00:55,"b'RT @susipudjiastuti: Kawan-kawan, mari ramaikan Festival ""Membumikan Laut Sebagai Masa Depan Bangsa"" di Graha Sanusi Hardjadinata, Unpad, B\xe2\x80\xa6'"
KevLeo94,2019-02-23 00:58:13,"b'RT @Zainajah2: Senin minggu depan gue akan wisuda S1 dari Korea University jurusan Teknik Sipil, Arsi, dan lingkungan\n\nPosisi gw saat ini a\xe2\x80\xa6'"
KevLeo94,2019-02-22 13:40:58,"b'RT @LismaManurung: Another one.. Padahal udah deal smua\xc2\xb2 sm asistennya, tinggal confirm ke Ownernya..  DICANCEL karena Akyuu Kristen  \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xe2\x80\xa6'"
KevLeo94,2019-02-22 13:15:47,"b'RT @uusbiasaaja: Kalo ada temen yang udah punya pasangan mau pisah dan minta saran kami. Bukan ga mau ngasih saran, tapi dari awal kami ber\xe2\x80\xa6'"
KevLeo94,2019-02-22 13:14:59,"b'@nurhadi_aldo Tenang, saya sudah pindah haluan menjadi pendukung dildo. Semoga makin banyak jumlah dildoersnya.'"
